Column,Word1,Word2
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
description,causing,flu
description,flu,like
description,like,symptoms
description,dengue,is
description,is,a
description,a,mosquito
description,mosquito,borne
description,borne,viral
description,viral,infection
description,infection,causing
