Disease,description,workout,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Diet_1,Diet_2,Diet_3,Diet_4,Medication_1,Medication_2,Medication_3,Medication_4,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, breathlessness, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, cough, high_fever, breathlessness,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, cough, high_fever, breathlessness, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Bronchial Asthma,Bronchial Asthma is a respiratory condition characterized by inflammation of the airways.,Include anti-inflammatory foods, fatigue, high_fever, breathlessness, family_history,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Whole grains,Bronchodilators,Inhaled corticosteroids,Leukotriene modifiers,Mast cell stabilizers,switch to loose cloothing,take deep breaths,get away from trigger,seek help
Hypertension ,,, headache, chest_pain, dizziness, loss_of_balance,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, dizziness, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, dizziness, loss_of_balance,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, dizziness, loss_of_balance,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Hypertension ,,, headache, chest_pain, loss_of_balance, lack_of_concentration,,,,,,,,,meditation,salt baths,reduce stress,get proper sleep
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, headache, blurred_and_distorted_vision, excessive_hunger,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, excessive_hunger,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Migraine,Migraine is a type of headache that often involves severe pain and sensitivity to light and sound.,Identify and avoid trigger foods, acidity, indigestion, headache, blurred_and_distorted_vision,Migraine Diet,Low-Tyramine Diet,Caffeine withdrawal,Hydration,Analgesics,Triptans,Ergotamine derivatives,Preventive medications,meditation,reduce stress,use poloroid glasses in sun,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, neck_pain, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, weakness_in_limbs, neck_pain, dizziness,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Cervical spondylosis,Cervical spondylosis is a degenerative condition of the cervical spine.,Include anti-inflammatory foods, back_pain, neck_pain, dizziness, loss_of_balance,Arthritis Diet,Anti-Inflammatory Diet,Omega-3-rich foods,Fruits and vegetables,Pain relievers,Muscle relaxants,Physical therapy,Neck braces,use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side, altered_sensorium,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side, altered_sensorium,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, headache, weakness_of_one_body_side, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, weakness_of_one_body_side, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, altered_sensorium,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side,,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
Paralysis (brain hemorrhage),Paralysis (brain hemorrhage) refers to the loss of muscle function due to bleeding in the brain.,Follow a balanced and nutritious diet, vomiting, headache, weakness_of_one_body_side, altered_sensorium,Heart-Healthy Diet,Low-sodium foods,Fruits and vegetables,Whole grains,Blood thinners,Clot-dissolving medications,Anticonvulsants,Physical therapy,massage,eat healthy,exercise,consult doctor
